days_since_trigger,merged_no_edge,merged_no_edge_low,merged_no_edge_high,merged_with_edge,merged_with_edge_low,merged_with_edge_high,merged_no_reply,merged_no_reply_low,merged_no_reply_high,merged_reply_off_target,merged_reply_off_target_low,merged_reply_off_target_high,merged_reply_on_target,merged_reply_on_target_low,merged_reply_on_target_high
23.5,0.797062803313593,0.7484729173782846,0.833097033406368,0.836939955546187,0.7746226214708047,0.891685233209865,0.7784332157348868,0.7325083143234072,0.8173449849820754,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.836939955546187,0.7746226214708047,0.891685233209865
24.0,0.7981225275782741,0.7499641255439696,0.8349434640999058,0.836939955546187,0.7746226214708047,0.891685233209865,0.779055594342373,0.7332814680020269,0.8184591469208894,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
24.5,0.7991850405910199,0.7523025735554687,0.8358638932234723,0.836939955546187,0.7746226214708047,0.891685233209865,0.7803003515573457,0.7345808928397481,0.8197378939661691,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
25.0,0.8002503719406697,0.7529297708179898,0.8363540581014165,0.836939955546187,0.7746226214708047,0.891685233209865,0.7815486450144061,0.7361902749863859,0.820269880046271,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
25.5,0.8007858937317135,0.7535430822011885,0.8375374237515065,0.836939955546187,0.7746226214708047,0.891685233209865,0.7821763787931004,0.7365551580523859,0.8208419714396799,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
26.0,0.8007858937317135,0.7535430822011885,0.8375374237515065,0.836939955546187,0.7746226214708047,0.891685233209865,0.7821763787931004,0.7365551580523859,0.8208419714396799,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
26.5,0.8007858937317135,0.7535430822011885,0.8375374237515065,0.836939955546187,0.7746226214708047,0.891685233209865,0.7821763787931004,0.7365551580523859,0.8208419714396799,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
27.0,0.8007858937317135,0.7535430822011885,0.8375374237515065,0.836939955546187,0.7746226214708047,0.891685233209865,0.7821763787931004,0.7365551580523859,0.8208419714396799,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.836939955546187,0.7746226214708047,0.891685233209865
27.5,0.801328711459965,0.7541519436924213,0.8377537130602977,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7828114330823334,0.7370234150674682,0.8219213282219026,0.8847496556508188,0.8207286821187728,0.9330468715200178,0.8462576723721191,0.7850701467990125,0.8959016335329018
28.0,0.8024263428883629,0.7553844021217379,0.8395546074741636,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7834540028069419,0.7371807191028609,0.8229307457618613,0.8895517533320347,0.8268954316838366,0.9386378842025922,0.8462576723721191,0.7850701467990125,0.8959016335329018
28.5,0.8029782246121384,0.755398453938597,0.8400500394773533,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7841004087687121,0.7373606753771379,0.8232297370759689,0.8895517533320347,0.8268954316838366,0.9386378842025922,0.8462576723721191,0.7850701467990125,0.8959016335329018
29.0,0.8029782246121384,0.755398453938597,0.8400500394773533,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7841004087687121,0.7373606753771379,0.8232297370759689,0.8895517533320347,0.8268954316838366,0.9386378842025922,0.8462576723721191,0.7850701467990125,0.8959016335329018
29.5,0.8035347832996748,0.7554999814877371,0.8404638512716278,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7841004087687121,0.7373606753771379,0.8232297370759689,0.8945721281805785,0.8315674984182924,0.9391144433884845,0.8462576723721191,0.7850701467990125,0.8959016335329018
30.0,0.8035347832996748,0.7554999814877371,0.8404638512716278,0.8462576723721191,0.7850701467990125,0.8959016335329018,0.7841004087687121,0.7373606753771379,0.8232297370759689,0.8945721281805785,0.8315674984182924,0.9391144433884845,0.8462576723721191,0.7850701467990125,0.8959016335329018
