burst_threshold_minutes,exclusion_unit,excluded_group,excluded_group_prs,remaining_prs,first_post_burst_state,remaining_state_prs,share_all_prs,share_post_burst_actions
1,product_pair,Devin -> Copilot,430,8178,branch_movement_untyped,546,0.06676449009537784,0.10880829015544041
1,product_pair,Devin -> Copilot,430,8178,no_action_within_7d,3160,0.3864025434091465,
1,product_pair,Devin -> Cursor,117,8491,user_account,2410,0.2838299375809681,0.4575659768369091
1,product_pair,Devin -> Cursor,117,8491,mapped_product,1158,0.1363796961488635,0.21985950256312892
1,product_pair,Devin -> Cursor,117,8491,other_bot,1147,0.13508420680720762,0.21777102715018037
1,product_pair,Devin -> Cursor,117,8491,branch_movement_untyped,552,0.06501001059945825,0.10480349344978165
1,product_pair,Devin -> Cursor,117,8491,no_action_within_7d,3224,0.37969614886350256,
1,product_pair,Devin -> OpenAI_Codex,74,8534,user_account,2408,0.2821654558237638,0.45649289099526064
1,product_pair,Devin -> OpenAI_Codex,74,8534,mapped_product,1154,0.13522381063979377,0.21876777251184834
1,product_pair,Devin -> OpenAI_Codex,74,8534,other_bot,1161,0.1360440590578861,0.22009478672985783
1,product_pair,Devin -> OpenAI_Codex,74,8534,branch_movement_untyped,552,0.06468244668385283,0.10464454976303318
1,product_pair,Devin -> OpenAI_Codex,74,8534,no_action_within_7d,3259,0.38188422779470355,
1,product_pair,Google_Jules -> Claude_Code,16,8592,user_account,2428,0.28258845437616387,0.4554492590508347
1,product_pair,Google_Jules -> Claude_Code,16,8592,mapped_product,1190,0.13850093109869646,0.22322265991371226
1,product_pair,Google_Jules -> Claude_Code,16,8592,other_bot,1161,0.13512569832402235,0.21778277996623524
1,product_pair,Google_Jules -> Claude_Code,16,8592,branch_movement_untyped,552,0.06424581005586592,0.10354530106921778
1,product_pair,Google_Jules -> Claude_Code,16,8592,no_action_within_7d,3261,0.3795391061452514,
1,product_pair,Google_Jules -> Copilot,170,8438,user_account,2367,0.28051671012088175,0.45102896341463417
1,product_pair,Google_Jules -> Copilot,170,8438,mapped_product,1180,0.1398435648257881,0.22484756097560976
1,product_pair,Google_Jules -> Copilot,170,8438,other_bot,1158,0.13723631192225647,0.22065548780487804
